Date,Merchant,Amount,Type,Fraudulent
2023-07-15,Recharge Portal,"2,295",POS,False
2023-04-04,Local Electronics Store,"18,769",UPI,False
2023-05-18,Utility - Water,"4,509",Transfer,False
2024-03-24,Suspicious Store,"3,793",Online,False
2023-12-31,Axis Bank ATM,"1,268",Contactless,False
2023-03-29,Subscription - Netflix,"4,046",Contactless,False
2023-10-06,IRCTC,"4,332",POS,False
2023-03-22,Gold Loan,"1,630",Transfer,False
2023-12-05,IRCTC,"8,992",Contactless,False
2023-12-11,Myntra,"5,802",POS,False
2023-10-01,Myntra,"3,338",Contactless,False
2023-06-24,Luxury Outlet,509,Transfer,False
2023-03-07,Axis Bank ATM,606,Online,False
2023-01-09,Uber,"45,194",Transfer,False
2023-10-19,Unknown Merchant,"193,640",Contactless,False
2024-02-03,Pharmacy Plus,"12,446",Online,False
2023-11-24,Hotel Taj,669,POS,False
2023-03-20,Local POS Stall,"2,368",POS,False
2024-04-24,Unknown Merchant,294,UPI,False
2024-07-15,Corner Grocery,"4,371",Contactless,False
2023-01-09,Subscription - Netflix,139,UPI,False
2024-06-30,Amazon India,"3,003",ATM,False
2023-05-05,Luxury Outlet,"4,714",Online,False
2023-01-15,Local Electronics Store,"1,229",ATM,False
2024-04-02,Zomato,"4,265",POS,False
2024-09-14,Local Electronics Store,"4,028",Online,False
2024-06-06,Subscription - Netflix,"25,680",Online,True
2023-08-08,Utility - Electricity,"1,904",Online,False
2023-11-26,SBI ATM,"1,418",POS,False
2023-01-26,BookShop,"43,238",UPI,False
2024-10-23,Recharge Portal,"16,179",Contactless,False
2024-03-04,Corner Grocery,881,Transfer,False
2024-07-19,Flipkart,"21,974",POS,False
2023-02-16,Swiggy,"1,106",ATM,False
2023-08-20,Amazon India,"23,374",Online,False
2023-07-04,Zomato,"1,400",POS,False
2023-02-26,Flipkart,453,Contactless,False
2023-02-04,Gold Loan,"2,034",Contactless,False
2024-10-31,PhonePe,716,Online,False
2024-05-17,BigBasket,"10,005",Transfer,False
2024-04-19,Amazon India,"3,258",UPI,False
2024-06-13,Recharge Portal,"1,717",ATM,False
2024-09-17,Gold Loan,"3,145",Contactless,False
2023-11-29,Suspicious Store,"10,875",POS,True
2024-01-19,Swiggy,"4,548",Contactless,False
2023-11-20,Recharge Portal,"5,370",Online,False
2024-05-20,Amazon India,"1,618",Online,False
2023-09-12,Utility - Water,"44,095",Transfer,False
2023-12-20,Swiggy,279,Online,False
2024-06-04,Corner Grocery,196,POS,False
2023-07-07,Suspicious Store,"3,108",Contactless,False
2023-02-09,Zomato,"2,621",Online,False
2023-09-07,IRCTC,"17,716",ATM,False
2024-11-04,Suspicious Store,"2,268",ATM,False
2024-06-30,SBI ATM,"26,843",Transfer,False
2024-03-10,BigBasket,"4,984",Online,False
2023-02-17,Amazon India,746,POS,False
2024-01-21,Local POS Stall,"25,540",Contactless,False
2024-07-24,Amazon India,"4,044",Transfer,False
2024-09-03,BigBasket,"4,448",ATM,False
2023-08-06,Utility - Electricity,"3,409",UPI,False
2024-02-10,Axis Bank ATM,"36,587",Online,False
2024-11-27,Flipkart,"18,473",Online,False
2023-03-02,Recharge Portal,"2,607",Online,False
2023-03-29,Local POS Stall,"3,480",Online,False
2023-08-19,Designer Boutique,"1,199",Transfer,False
2023-06-11,Utility - Water,"4,726",ATM,False
2023-06-02,Suspicious Store,"1,853",POS,True
2023-11-24,Jewellery House,"3,540",Contactless,True
2024-06-16,Gold Loan,"106,415",Contactless,False
2024-09-13,Ola Cabs,"3,136",POS,False
2024-08-10,BigBasket,"29,225",Contactless,False
2024-12-20,BookShop,"2,333",Online,False
2024-12-07,Gold Loan,"36,014",Online,False
2024-02-12,Local Electronics Store,"133,442",UPI,False
2023-10-20,Jewellery House,"32,661",POS,False
2023-10-17,Zomato,"3,980",Online,False
2024-12-18,Amazon India,"111,798",ATM,False
2024-04-10,Corner Grocery,"42,244",ATM,False
2024-12-14,Swiggy,"4,653",UPI,True
2024-10-04,Jewellery House,"1,002",Transfer,False
2024-07-13,Subscription - Spotify,"295,241",ATM,False
2024-04-01,Subscription - Spotify,"14,701",Contactless,False
2024-04-22,Utility - Electricity,"1,195",UPI,True
2023-03-09,Utility - Water,452,UPI,False
2023-04-13,Luxury Outlet,"2,239",Transfer,False
2023-09-09,SBI ATM,"44,617",ATM,False
2023-02-14,PhonePe,"4,395",Contactless,False
2023-12-13,BookShop,"237,440",Contactless,False
2024-11-17,Amazon India,"3,901",ATM,False
2024-08-03,Uber,617,Contactless,False
2023-08-16,Pharmacy Plus,"14,965",ATM,False
2023-07-13,BigBasket,"15,507",Contactless,False
2023-10-08,Suspicious Store,"71,783",ATM,True
2024-01-06,Pharmacy Plus,"4,216",POS,False
2024-01-15,Flipkart,"229,147",Transfer,False
2023-01-13,Utility - Electricity,"1,419",UPI,False
2024-09-28,Local POS Stall,"2,916",POS,False
2023-10-31,Unknown Merchant,"25,426",UPI,False
2024-08-02,Uber,"4,855",Contactless,False
2024-04-29,Hotel Taj,"3,728",Transfer,False
2023-08-04,Corner Grocery,"15,073",UPI,False
2023-03-10,Gold Loan,"11,925",Online,False
2024-01-20,Utility - Water,"1,623",ATM,False
2024-02-26,Unknown Merchant,"3,372",ATM,False
2024-09-24,Luxury Outlet,"3,636",Contactless,False
2024-08-12,SBI ATM,"2,164",Transfer,False
2024-07-05,Hotel Taj,"2,017",POS,False
2024-11-25,Jewellery House,"1,669",Contactless,False
2023-12-02,Pharmacy Plus,"4,165",POS,False
2023-06-05,Cinemaplex,144,Online,False
2023-10-08,Designer Boutique,"2,579",POS,False
2024-03-14,Uber,"12,431",POS,False
2024-03-28,BigBasket,686,ATM,False
2023-08-18,Axis Bank ATM,172,Online,False
2023-08-26,Amazon India,"1,978",UPI,False
2023-11-17,Local POS Stall,"2,401",ATM,False
2024-10-12,BigBasket,"2,381",ATM,False
2024-10-24,Local Electronics Store,"2,204",Online,False
2024-10-29,Unknown Merchant,"2,015",POS,False
2023-09-02,Corner Grocery,"49,486",UPI,False
2023-05-25,Subscription - Netflix,"2,283",UPI,False
2024-01-18,SBI ATM,"27,862",UPI,False
2024-03-26,PhonePe,"28,460",Transfer,False
2024-03-16,SBI ATM,"28,801",UPI,False
2023-08-18,Subscription - Netflix,"2,164",ATM,False
2023-08-30,Utility - Water,"5,800",ATM,False
2024-03-27,Designer Boutique,435,UPI,False
2023-08-01,Ola Cabs,"2,078",POS,False
2024-10-14,Utility - Water,"290,385",Transfer,False
2024-06-27,Amazon India,"1,500",ATM,False
2024-09-22,SBI ATM,453,Transfer,False
2023-07-07,Paytm Mall,"2,193",POS,False
2024-10-08,Subscription - Netflix,"212,721",Contactless,False
2023-11-26,Luxury Outlet,"12,081",Transfer,False
2024-03-30,BookShop,"1,610",POS,True
2023-09-23,Luxury Outlet,"27,675",UPI,False
2024-09-22,Recharge Portal,"176,398",POS,False
2024-07-23,BigBasket,"3,757",Online,False
2024-07-19,Local POS Stall,"16,824",ATM,False
2023-09-19,Hotel Taj,"7,514",Contactless,False
2024-05-03,Recharge Portal,"3,302",UPI,False
2024-12-18,Axis Bank ATM,"3,073",POS,False
2023-10-27,Subscription - Netflix,"1,167",Contactless,False
2024-11-14,Uber,"1,766",Contactless,False
2024-10-10,Unknown Merchant,"45,824",Transfer,False
2024-05-14,Suspicious Store,624,UPI,False
2023-03-04,Subscription - Netflix,"16,058",Contactless,False
2024-12-03,BigBasket,"3,499",UPI,False
2023-09-30,Hotel Taj,"3,426",Contactless,False
2024-07-30,Zomato,"3,793",ATM,False
2024-11-15,Utility - Electricity,"4,392",Contactless,False
2023-08-14,Hotel Taj,"3,468",ATM,False
2023-01-16,Jewellery House,"1,589",Online,False
2024-12-21,SBI ATM,"3,747",Online,False
2024-12-31,Designer Boutique,"164,501",POS,False
2024-03-19,Subscription - Netflix,"4,270",POS,False
2023-03-26,PhonePe,"31,714",Transfer,False
2023-08-29,Ola Cabs,"3,452",Transfer,False
2024-02-27,Subscription - Netflix,"4,091",UPI,False
2023-08-15,Myntra,"1,454",Transfer,False
2023-01-04,Flipkart,"2,761",Online,False
2023-08-08,SBI ATM,"27,783",UPI,True
2023-05-23,Amazon India,"2,730",Transfer,False
2023-03-08,Recharge Portal,"34,219",Contactless,False
2024-05-27,Subscription - Netflix,"4,327",Online,False
2024-08-19,Cinemaplex,"2,211",UPI,False
2024-11-06,Swiggy,"2,693",UPI,False
2023-01-21,Axis Bank ATM,722,Online,False
2023-02-23,Unknown Merchant,"24,762",Contactless,False
2024-03-09,Unknown Merchant,"9,010",Online,False
2023-06-07,BookShop,"116,340",Contactless,False
2024-05-29,Utility - Water,"4,803",Contactless,False
2023-11-02,Suspicious Store,"3,916",POS,True
2023-04-05,Cinemaplex,"3,041",Transfer,False
2024-06-15,Local Electronics Store,"10,825",Contactless,False
2023-02-11,Amazon India,"166,321",POS,False
2023-04-04,Local Electronics Store,"3,323",Transfer,False
2023-03-21,Amazon India,873,POS,False
2023-07-01,Subscription - Spotify,"6,543",UPI,False
2023-04-21,PhonePe,"20,382",Online,False
2024-10-18,Corner Grocery,"2,873",POS,False
2023-03-12,Jewellery House,"2,736",UPI,True
2023-09-29,Designer Boutique,899,Contactless,False
2024-04-22,Local POS Stall,"244,503",Contactless,False
2024-05-14,IRCTC,"16,527",Transfer,False
2024-05-27,Swiggy,"4,919",Online,True
2023-12-20,Jewellery House,"22,960",Online,False
2024-02-20,Jewellery House,"2,998",Transfer,False
2024-01-22,Amazon India,"31,093",Online,False
2024-12-07,Suspicious Store,"24,229",ATM,False
2024-05-13,IRCTC,969,UPI,False
2024-11-19,Paytm Mall,"3,533",ATM,False
2024-10-01,IRCTC,"3,441",Contactless,True
2024-04-28,Axis Bank ATM,"28,523",Contactless,False
2023-09-14,SBI ATM,"27,796",UPI,False
2024-04-04,Myntra,"4,151",Contactless,False
2024-12-18,Uber,"2,347",POS,False
2024-04-09,Pharmacy Plus,490,Contactless,False
2024-12-22,Suspicious Store,"3,820",ATM,False
2024-05-23,Luxury Outlet,"1,232",UPI,False
2023-05-22,Corner Grocery,"3,391",UPI,False
2023-03-07,Gold Loan,"3,980",ATM,False
2024-01-05,Ola Cabs,"1,498",ATM,True
2023-09-02,Suspicious Store,"194,136",Transfer,True
2024-04-29,Subscription - Netflix,378,Contactless,False
2024-01-03,Unknown Merchant,"1,412",ATM,False
2023-11-01,BookShop,"2,045",Transfer,False
2024-03-30,Hotel Taj,"26,169",ATM,False
2024-07-06,Zomato,"3,693",Online,False
2024-09-23,BigBasket,"4,874",Online,False
2023-10-11,Gold Loan,"2,103",Contactless,False
2024-11-24,Designer Boutique,"34,356",Transfer,False
2023-05-05,Local Electronics Store,531,Transfer,False
2024-11-05,Subscription - Spotify,"4,219",UPI,False
2024-05-12,Paytm Mall,"1,568",UPI,False
2023-04-10,PhonePe,566,POS,False
2023-11-06,BigBasket,"13,405",Contactless,False
2024-09-04,Myntra,"1,543",ATM,False
2024-04-05,Recharge Portal,"238,729",Contactless,False
2023-08-31,Subscription - Spotify,"1,742",POS,False
2024-05-06,Local Electronics Store,"264,132",ATM,False
2024-02-24,IRCTC,"3,368",POS,False
2023-02-01,Luxury Outlet,"4,598",UPI,False
2023-12-09,Suspicious Store,198,POS,False
2024-01-14,Luxury Outlet,"4,674",Transfer,False
2023-03-03,BigBasket,"1,706",Online,False
2024-09-03,Designer Boutique,395,UPI,False
2024-01-15,Suspicious Store,"223,012",Transfer,True
2023-01-28,Zomato,"4,126",Transfer,False
2024-07-17,Swiggy,"4,682",Contactless,False
2024-08-10,Flipkart,"4,429",ATM,False
2023-07-25,Paytm Mall,"40,369",UPI,False
2023-06-20,BigBasket,"4,396",Transfer,False
2024-08-11,Gold Loan,"3,484",Transfer,False
2023-08-04,Flipkart,542,UPI,False
2023-01-31,Swiggy,"4,489",UPI,False
2023-10-22,Gold Loan,"26,334",POS,False
2023-09-11,Zomato,891,Online,False
2024-08-25,Flipkart,"2,811",Transfer,False
2023-04-03,Flipkart,"1,290",Online,False
2023-11-10,Unknown Merchant,"2,525",Contactless,False
2023-11-24,Subscription - Netflix,"3,250",ATM,False
2023-02-16,Swiggy,"1,572",UPI,False
2023-01-12,PhonePe,"2,299",UPI,False
2023-08-09,Utility - Electricity,984,POS,False
2024-07-31,Pharmacy Plus,"4,856",POS,False
2023-09-05,PhonePe,"1,491",Transfer,False
2023-07-27,Zomato,"1,840",Online,False
2023-04-02,Pharmacy Plus,"4,948",Online,False
2024-06-01,Axis Bank ATM,"4,112",POS,False
2024-04-25,Corner Grocery,"149,980",UPI,False
2024-01-17,Luxury Outlet,"12,098",Contactless,False
2024-05-26,Swiggy,"8,965",UPI,False
2024-05-24,Suspicious Store,"3,605",Online,False
2023-07-30,Corner Grocery,"17,733",POS,False
2023-12-17,Pharmacy Plus,"1,808",POS,False
2023-01-05,Amazon India,"21,615",UPI,False
2023-03-14,Local Electronics Store,"3,737",Transfer,False
2023-04-06,IRCTC,"197,062",Online,False
2024-06-30,Corner Grocery,"42,575",Contactless,False
2024-09-16,Suspicious Store,839,Transfer,False
2024-05-25,Local Electronics Store,"1,647",UPI,False
2024-05-11,Paytm Mall,"3,184",Contactless,False
2024-10-23,BookShop,"3,062",Contactless,False
2024-07-28,PhonePe,"29,974",Online,False
2024-04-29,Utility - Water,"2,528",Transfer,False
2024-10-04,PhonePe,909,UPI,False
2024-01-26,Utility - Water,"3,074",Transfer,False
2023-03-23,Utility - Electricity,"3,367",ATM,False
2023-08-11,IRCTC,"204,979",ATM,False
2024-01-31,Utility - Water,"16,014",Contactless,False
2024-06-07,Corner Grocery,"47,591",Transfer,False
2023-05-10,Local Electronics Store,"161,174",Transfer,False
2023-12-26,Corner Grocery,"3,841",Online,False
2024-04-26,Suspicious Store,"2,684",Online,False
2023-02-02,Utility - Water,"4,804",Online,False
2023-04-14,Paytm Mall,257,Contactless,False
2024-11-01,IRCTC,"3,503",Online,False
2024-11-13,Flipkart,"1,155",POS,False
2023-02-18,Axis Bank ATM,"3,166",POS,False
2023-04-11,Corner Grocery,"1,496",POS,False
2024-10-12,Jewellery House,"9,402",ATM,False
2024-09-04,Subscription - Spotify,"261,273",Transfer,False
2024-12-10,Myntra,"1,716",Contactless,False
2023-11-07,Hotel Taj,"3,157",POS,False
2024-05-08,Utility - Electricity,331,Transfer,False
2023-10-02,Local Electronics Store,"69,603",ATM,False
2024-11-21,BigBasket,"4,982",UPI,False
2023-12-12,Local POS Stall,"30,564",Online,False
2024-10-16,Unknown Merchant,"41,592",Transfer,False
2024-08-14,Flipkart,"38,073",Transfer,False
2024-05-29,Utility - Water,"4,552",Online,False
2023-10-14,Jewellery House,"3,812",Transfer,False
2023-01-15,Gold Loan,"23,215",Contactless,False
2023-07-01,Utility - Water,"1,479",POS,False
2023-09-22,Subscription - Spotify,"2,240",Transfer,False
2023-08-11,BigBasket,"2,266",Transfer,False
2023-01-02,Utility - Water,"186,775",UPI,False
2023-11-04,Jewellery House,"2,400",ATM,False
2023-05-18,Subscription - Netflix,"2,147",Contactless,False
2024-05-04,Zomato,"4,832",POS,False
2023-06-14,Subscription - Netflix,"2,488",Contactless,False
2024-02-20,Swiggy,"2,548",ATM,False
2024-09-14,PhonePe,"1,972",Online,False
2023-11-27,IRCTC,"2,879",Contactless,False
2024-04-06,Corner Grocery,"7,967",ATM,False
2024-05-15,PhonePe,"3,057",UPI,False
2024-12-04,Ola Cabs,556,Online,False
2023-06-28,Corner Grocery,"3,898",Online,False
2024-08-29,Zomato,"18,608",POS,False
2024-11-12,Cinemaplex,"1,870",Online,False
2023-07-23,Designer Boutique,"4,732",POS,False
2024-07-21,Cinemaplex,"39,282",Transfer,False
2024-03-05,Amazon India,"4,896",Contactless,False
2023-10-19,Paytm Mall,"2,603",Transfer,False
2024-08-28,Flipkart,"2,513",Transfer,False
2024-08-08,Uber,273,Contactless,False
2024-11-09,Flipkart,"1,202",Transfer,False
2024-10-30,Luxury Outlet,"1,654",UPI,False
2024-08-13,Luxury Outlet,"40,233",Online,False
2023-02-27,Local POS Stall,"4,041",Contactless,False
2023-09-11,Local POS Stall,"232,663",POS,False
2024-02-16,Zomato,330,Online,False
2024-12-06,Ola Cabs,"3,385",UPI,False
2024-12-09,BookShop,258,UPI,False
2024-08-14,Subscription - Netflix,928,Contactless,False
2024-09-25,Utility - Electricity,"2,881",POS,False
2024-08-05,Local POS Stall,"2,275",Transfer,False
2024-07-19,Recharge Portal,395,POS,False
2023-02-06,Gold Loan,970,Transfer,False
2024-09-13,BookShop,386,Transfer,False
2024-01-18,Subscription - Netflix,"3,474",Transfer,False
2023-02-14,Swiggy,"16,614",Transfer,False
2023-09-12,Paytm Mall,"2,690",Contactless,False
2024-11-26,Cinemaplex,"3,138",ATM,False
2023-10-06,Unknown Merchant,"4,154",UPI,False
2024-01-13,Recharge Portal,"1,078",Online,False
2024-02-01,Pharmacy Plus,"5,933",Transfer,False
2024-02-15,Myntra,"2,595",Transfer,False
2023-09-02,SBI ATM,"3,083",Transfer,False
2024-09-02,Pharmacy Plus,810,Online,False
2023-01-01,Myntra,"2,699",Online,False
2023-02-19,Local POS Stall,"39,885",Online,False
2023-02-24,Uber,681,Contactless,False
2023-11-10,BookShop,"2,788",ATM,False
2023-04-28,Local Electronics Store,142,POS,False
2023-03-25,Cinemaplex,467,Transfer,False
2024-01-24,Flipkart,"3,032",Online,False
2024-09-30,Zomato,"4,734",Contactless,False
2024-12-09,Zomato,"2,971",Transfer,False
2024-01-10,Pharmacy Plus,"3,530",UPI,False
2023-07-10,Paytm Mall,"1,787",ATM,False
2024-09-21,Luxury Outlet,"36,174",ATM,False
2024-07-04,SBI ATM,"41,723",Transfer,False
2024-01-11,Suspicious Store,904,Transfer,False
2024-03-07,Axis Bank ATM,"33,185",ATM,False
2024-02-18,Pharmacy Plus,982,UPI,False
2023-12-06,Pharmacy Plus,"36,589",Online,False
2023-03-30,Ola Cabs,"45,373",Transfer,False
2024-06-24,Myntra,"5,518",Online,False
2023-06-01,Zomato,"2,940",POS,False
2024-04-07,Unknown Merchant,"2,078",Transfer,False
2024-04-27,Amazon India,"12,326",Transfer,False
2023-11-19,IRCTC,724,Contactless,False
2023-06-12,Pharmacy Plus,"1,481",POS,False
2024-02-14,Hotel Taj,153,POS,False
2024-09-09,Myntra,"4,600",Online,False
2023-04-19,Paytm Mall,"4,365",ATM,False
2023-09-30,Myntra,"3,844",UPI,False
2024-03-05,Zomato,"2,158",ATM,False
2023-12-06,Suspicious Store,"2,344",Contactless,False
2023-07-27,Zomato,"3,604",Contactless,True
2024-10-01,Uber,"2,698",Transfer,False
2024-12-26,Recharge Portal,"4,234",ATM,False
2024-06-11,BookShop,"3,203",POS,False
2023-01-28,BookShop,"2,350",Online,False
2023-06-16,Local Electronics Store,"1,338",ATM,False
2024-02-12,BookShop,"1,563",ATM,False
2024-01-27,BookShop,"2,519",POS,False
2024-04-04,Utility - Water,"3,756",UPI,False
2023-07-30,Recharge Portal,"4,375",Transfer,False
2024-08-27,Recharge Portal,"11,466",POS,False
2023-10-18,Suspicious Store,84,UPI,False
2024-05-20,Local POS Stall,694,Online,False
2024-06-27,Uber,571,Contactless,True
2023-11-04,Myntra,"4,310",Online,False
2023-06-01,Axis Bank ATM,"34,046",ATM,False
2024-05-04,Hotel Taj,"13,751",UPI,False
2024-11-09,Flipkart,"3,280",Contactless,False
2023-04-07,Luxury Outlet,"173,599",ATM,False
2023-10-07,Cinemaplex,"40,267",UPI,False
2024-02-24,PhonePe,"39,509",ATM,False
2023-06-13,Myntra,"30,997",Online,False
2024-02-14,Ola Cabs,"4,393",ATM,False
2024-02-11,Recharge Portal,"1,031",ATM,False
2024-07-12,Zomato,"4,934",Contactless,False
2023-06-04,Utility - Water,716,ATM,False
2024-11-25,Amazon India,"3,699",POS,False
2023-02-07,Hotel Taj,"1,758",Transfer,False
2024-06-20,Ola Cabs,"2,328",ATM,False
2023-07-23,Local Electronics Store,"2,090",ATM,False
2023-11-13,Suspicious Store,"246,083",POS,True
2023-02-06,Unknown Merchant,"2,834",POS,False
2023-07-10,Subscription - Netflix,"38,460",Contactless,False
2023-08-05,Ola Cabs,"1,094",POS,False
2023-06-01,SBI ATM,"2,491",Contactless,False
2024-08-31,Cinemaplex,"27,813",POS,False
2024-02-02,Unknown Merchant,"3,465",Contactless,False
2023-04-03,Suspicious Store,"6,789",ATM,False
2023-07-12,Subscription - Netflix,298,POS,False
2023-12-25,Subscription - Spotify,"3,546",Transfer,False
2024-01-24,Zomato,"25,251",Transfer,False
2024-03-06,BigBasket,"1,249",UPI,False
2023-03-18,Unknown Merchant,"14,616",Transfer,False
2024-01-10,PhonePe,662,Contactless,False
2023-09-25,IRCTC,"2,450",ATM,False
2024-01-12,Paytm Mall,"48,266",Transfer,False
2024-01-02,Suspicious Store,"95,030",Transfer,True
2024-10-10,Jewellery House,"3,590",UPI,False
2023-08-28,Myntra,164,Online,False
2023-10-19,Suspicious Store,"24,920",Transfer,False
2024-10-31,Paytm Mall,"2,945",UPI,False
2023-02-20,PhonePe,"2,264",Online,False
2023-06-08,Corner Grocery,"38,777",Contactless,False
2024-12-03,Luxury Outlet,"23,899",Online,False
2024-05-26,Subscription - Netflix,"3,531",ATM,False
2023-06-27,Amazon India,"33,453",Contactless,False
2024-01-28,SBI ATM,"13,545",Transfer,False
2023-10-19,BigBasket,"3,621",Transfer,False
2023-03-18,IRCTC,"1,771",UPI,False
2024-04-28,Local POS Stall,"223,323",Online,False
2024-04-12,Utility - Electricity,"2,372",POS,False
2024-11-28,Flipkart,995,ATM,False
2024-05-04,BigBasket,"1,783",POS,False
2024-11-28,Subscription - Spotify,"3,174",Transfer,True
2023-04-11,Pharmacy Plus,"3,385",POS,False
2024-10-04,Suspicious Store,"289,351",UPI,True
2024-01-24,Ola Cabs,972,Transfer,False
2023-12-18,Luxury Outlet,"10,427",POS,False
2023-09-11,Unknown Merchant,"3,166",Online,False
2024-07-14,Local Electronics Store,"32,406",UPI,False
2024-10-27,Amazon India,"2,374",ATM,False
2024-10-06,Zomato,"3,153",POS,False
2023-09-14,Subscription - Spotify,"3,832",POS,False
2024-10-17,BigBasket,"4,443",Online,False
2024-11-20,Flipkart,"3,982",Transfer,False
2023-01-07,Paytm Mall,794,Contactless,False
2023-05-26,Local POS Stall,"4,697",UPI,False
2023-02-05,Suspicious Store,"43,460",Transfer,False
2024-08-12,Myntra,764,ATM,False
2024-06-03,Unknown Merchant,"254,906",UPI,False
2023-03-12,IRCTC,"3,640",UPI,False
